method,slice,cell_type,marker_count,evaluable_marker_count,valid_marker_count,mean_marker_pcc,mean_marker_spearman,mean_marker_pcc_strict,mean_marker_spearman_strict,marker_proxy_pcc,marker_proxy_spearman,marker_proxy_pcc_strict,marker_proxy_spearman_strict,mean_specificity_gap,target_is_top_fraction,positive_marker_fraction,prediction_std,prediction_flat
DACG_recovered_runner_exact,ds6,Malignant,3,3,3,0.009232196528229134,0.007875190985853008,0.009232196528229134,0.007875190985853008,0.015464205986147983,-0.029523704350377763,0.015464205986147983,-0.029523704350377763,-0.13332790356475208,0.0,0.3333333333333333,0.18151347672344592,False
DACG_recovered_runner_exact,ds6,CAF,4,4,4,-0.02714545784397772,-0.026349116267444714,-0.02714545784397772,-0.026349116267444714,-0.043993087644542225,-0.029140968738212304,-0.043993087644542225,-0.029140968738212304,-0.13288176519121225,0.0,0.5,0.06101195788232974,False
DACG_recovered_runner_exact,ds6,Endo,4,4,4,-0.0806076650656933,-0.056129858695698975,-0.0806076650656933,-0.056129858695698975,-0.14704099743741222,-0.12592583635454374,-0.14704099743741222,-0.12592583635454374,-0.2362684058316698,0.0,0.25,0.16992195618445355,False
DACG_recovered_runner_exact,ds6,Macro,5,5,5,0.028965138926972927,0.04711584585875915,0.028965138926972927,0.04711584585875915,0.05403644007479348,0.10356378442325485,0.05403644007479348,0.10356378442325485,-0.10949469953640478,0.0,0.6,0.12923784144949574,False
DACG_recovered_runner_exact,ds6,NK,5,5,5,0.011771626135343388,0.02751822782166526,0.011771626135343388,0.02751822782166526,0.02623327825459544,0.060715308153215956,0.02623327825459544,0.060715308153215956,-0.1154840372653279,0.2,0.6,0.10145479510258862,False
DACG_recovered_runner_exact,ds6,T,5,5,5,0.06990591086999945,0.06581806806740395,0.06990591086999945,0.06581806806740395,0.1461923460923879,0.14730804905489192,0.1461923460923879,0.14730804905489192,0.011505070077669516,0.6,0.8,0.11331527835327282,False
